fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)","|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)",type3(),82
"|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/103968.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/70893.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(31318,1162,<715,4>,<744,5>)","|project://assignment2/data/large/1966020.java|(36288,1194,<817,4>,<848,5>)",type3(),86
"|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(28689,1667,<578,4>,<620,5>)","|project://assignment2/data/large/2481579.java|(27812,1671,<577,4>,<620,5>)",type3(),87
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(8974,370,<240,4>,<250,5>)",type3(),72
"|project://assignment2/data/large/209298.java|(48602,640,<1153,8>,<1170,9>)","|project://assignment2/data/large/925397.java|(50845,680,<1198,8>,<1216,9>)",type1(),100
"|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2126013.java|(719,640,<23,4>,<39,5>)","|project://assignment2/data/large/2126013.java|(2424,472,<74,4>,<87,5>)",type3(),70
"|project://assignment2/data/large/1109590.java|(2648,388,<76,4>,<87,5>)","|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)",type3(),75
"|project://assignment2/data/large/925397.java|(22073,3388,<435,4>,<520,5>)","|project://assignment2/data/large/1966020.java|(21707,3303,<438,4>,<523,5>)",type3(),98
"|project://assignment2/data/large/100171.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(47480,407,<1344,4>,<1355,5>)","|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)",type3(),75
"|project://assignment2/data/large/6000.java|(805,1348,<27,4>,<46,5>)","|project://assignment2/data/large/111151.java|(805,1348,<27,4>,<46,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(33975,868,<751,4>,<776,5>)","|project://assignment2/data/large/209298.java|(31909,859,<674,4>,<699,5>)",type3(),82
"|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)","|project://assignment2/data/large/75612.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(46561,1428,<1106,8>,<1139,9>)","|project://assignment2/data/large/209298.java|(39645,1348,<909,8>,<941,9>)",type3(),71
"|project://assignment2/data/large/2481579.java|(32924,851,<723,4>,<748,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(49903,517,<1204,8>,<1217,9>)","|project://assignment2/data/large/2481579.java|(50513,517,<1241,8>,<1254,9>)",type1(),100
"|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/61962.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(32777,851,<708,4>,<733,5>)","|project://assignment2/data/large/1560483.java|(28180,851,<624,4>,<649,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(32924,851,<723,4>,<748,5>)","|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/10993.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)","|project://assignment2/data/large/1966020.java|(40824,1328,<962,8>,<994,9>)",type1(),100
"|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(14298,2639,<245,4>,<293,5>)","|project://assignment2/data/large/126904.java|(14413,2661,<243,4>,<291,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(38268,1184,<866,4>,<900,5>)","|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)",type2(),100
"|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)","|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)",type3(),71
"|project://assignment2/data/large/1098324.java|(33685,1401,<739,4>,<774,5>)","|project://assignment2/data/large/1560483.java|(29911,1401,<678,4>,<713,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(17603,2434,<322,4>,<388,5>)","|project://assignment2/data/large/1098324.java|(16731,2402,<288,4>,<352,5>)",type3(),93
"|project://assignment2/data/large/1360561.java|(5788,1303,<166,4>,<199,5>)","|project://assignment2/data/large/1360561.java|(1126,1456,<50,4>,<86,5>)",type3(),81
"|project://assignment2/data/large/70893.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(40934,2571,<953,8>,<1018,9>)","|project://assignment2/data/large/2599719.java|(41757,2571,<976,8>,<1041,9>)",type1(),100
"|project://assignment2/data/large/2599719.java|(47604,1647,<1143,8>,<1183,9>)","|project://assignment2/data/large/2481579.java|(48179,1665,<1178,8>,<1219,9>)",type1(),100
"|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)","|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)",type3(),82
"|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/46050.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/10993.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/61962.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10993.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/105863.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)","|project://assignment2/data/large/2481579.java|(46760,1409,<1143,8>,<1176,9>)",type3(),71
"|project://assignment2/data/large/2599719.java|(32777,851,<708,4>,<733,5>)","|project://assignment2/data/large/1802351.java|(32772,851,<708,4>,<733,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(48337,1647,<1177,8>,<1217,9>)","|project://assignment2/data/large/1802351.java|(47599,1647,<1143,8>,<1183,9>)",type1(),100
"|project://assignment2/data/large/2481579.java|(21555,3282,<438,4>,<522,5>)","|project://assignment2/data/large/1098324.java|(20651,3263,<402,4>,<486,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/45886.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(35915,1162,<799,4>,<828,5>)","|project://assignment2/data/large/2481579.java|(36094,1194,<816,4>,<847,5>)",type3(),86
"|project://assignment2/data/large/126904.java|(24956,2990,<509,4>,<560,5>)","|project://assignment2/data/large/1098324.java|(23920,2966,<488,4>,<539,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)","|project://assignment2/data/large/209298.java|(31909,859,<674,4>,<699,5>)",type3(),82
"|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/10993.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(30684,2152,<634,4>,<686,5>)","|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)",type3(),97
"|project://assignment2/data/large/1098324.java|(39596,1328,<919,8>,<951,9>)","|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)",type1(),100
"|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)","|project://assignment2/data/large/126904.java|(33911,876,<733,4>,<758,5>)",type3(),82
"|project://assignment2/data/large/97910.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(33685,1401,<739,4>,<774,5>)","|project://assignment2/data/large/209298.java|(33656,1409,<728,4>,<763,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(12165,389,<329,4>,<340,5>)","|project://assignment2/data/large/1109590.java|(8974,370,<240,4>,<250,5>)",type3(),75
"|project://assignment2/data/large/1098324.java|(40934,2571,<953,8>,<1018,9>)","|project://assignment2/data/large/209298.java|(41003,2577,<943,8>,<1008,9>)",type1(),100
"|project://assignment2/data/large/100171.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(49298,650,<1188,8>,<1206,9>)","|project://assignment2/data/large/2481579.java|(49854,649,<1221,8>,<1239,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(29574,495,<844,4>,<855,5>)","|project://assignment2/data/large/1109590.java|(50852,390,<1435,4>,<1446,5>)",type3(),75
"|project://assignment2/data/large/1560483.java|(28180,851,<624,4>,<649,5>)","|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(50852,390,<1435,4>,<1446,5>)","|project://assignment2/data/large/1109590.java|(48255,384,<1369,4>,<1380,5>)",type2(),100
"|project://assignment2/data/large/925397.java|(47749,1378,<1121,8>,<1153,9>)","|project://assignment2/data/large/209298.java|(45496,1428,<1076,8>,<1109,9>)",type3(),92
"|project://assignment2/data/large/1560483.java|(41588,1409,<1024,8>,<1057,9>)","|project://assignment2/data/large/925397.java|(47749,1378,<1121,8>,<1153,9>)",type3(),92
"|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)","|project://assignment2/data/large/2430560.java|(37066,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(14714,2661,<254,4>,<302,5>)","|project://assignment2/data/large/2599719.java|(14309,2639,<245,4>,<293,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(27039,1135,<588,4>,<622,5>)","|project://assignment2/data/large/1966020.java|(31977,1135,<688,4>,<722,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(27812,1671,<577,4>,<620,5>)","|project://assignment2/data/large/209298.java|(26815,1625,<530,4>,<571,5>)",type3(),90
"|project://assignment2/data/large/57055.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)",type3(),72
"|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)","|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)",type1(),100
"|project://assignment2/data/large/126904.java|(40746,1348,<940,8>,<972,9>)","|project://assignment2/data/large/126904.java|(46561,1428,<1106,8>,<1139,9>)",type3(),71
"|project://assignment2/data/large/12148.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(41752,2571,<976,8>,<1041,9>)","|project://assignment2/data/large/2481579.java|(41968,2797,<995,8>,<1069,9>)",type3(),82
"|project://assignment2/data/large/48890.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(13288,389,<364,4>,<374,5>)","|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)",type3(),72
"|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)","|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)",type3(),82
"|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/31722.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(35910,1162,<799,4>,<828,5>)","|project://assignment2/data/large/1560483.java|(31318,1162,<715,4>,<744,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(17954,2412,<319,4>,<382,5>)","|project://assignment2/data/large/1098324.java|(16731,2402,<288,4>,<352,5>)",type3(),95
"|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/89548.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/61962.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(31318,1162,<715,4>,<744,5>)","|project://assignment2/data/large/126904.java|(36208,1170,<797,4>,<826,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)","|project://assignment2/data/large/126904.java|(33046,859,<706,4>,<731,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(30684,2152,<634,4>,<686,5>)","|project://assignment2/data/large/1560483.java|(25054,1979,<535,4>,<586,5>)",type3(),97
"|project://assignment2/data/large/1109590.java|(14331,384,<397,4>,<407,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),81
"|project://assignment2/data/large/130814.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(27710,1615,<564,4>,<605,5>)","|project://assignment2/data/large/925397.java|(28689,1667,<578,4>,<620,5>)",type3(),96
"|project://assignment2/data/large/75612.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(47999,1658,<1141,8>,<1181,9>)","|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)",type1(),100
"|project://assignment2/data/large/2481579.java|(12465,765,<205,4>,<225,5>)","|project://assignment2/data/large/1560483.java|(7781,765,<109,4>,<129,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/61962.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/62894.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(26815,1625,<530,4>,<571,5>)","|project://assignment2/data/large/2430560.java|(27704,1615,<564,4>,<605,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(50852,390,<1435,4>,<1446,5>)",type3(),75
"|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/32798.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(14714,2661,<254,4>,<302,5>)","|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(48179,1665,<1178,8>,<1219,9>)","|project://assignment2/data/large/1560483.java|(43007,1647,<1059,8>,<1099,9>)",type1(),100
"|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(12378,765,<193,4>,<213,5>)","|project://assignment2/data/large/1560483.java|(7781,765,<109,4>,<129,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10993.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)","|project://assignment2/data/large/1966020.java|(40824,1328,<962,8>,<994,9>)",type3(),71
"|project://assignment2/data/large/74387.java|(2159,599,<48,4>,<62,5>)","|project://assignment2/data/large/95809.java|(2159,599,<48,4>,<62,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)","|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)",type3(),82
"|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/12148.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(29651,1979,<619,4>,<670,5>)","|project://assignment2/data/large/1098324.java|(28828,1979,<596,4>,<647,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(33676,1184,<782,4>,<816,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type2(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(21426,3300,<424,4>,<509,5>)","|project://assignment2/data/large/1560483.java|(16840,3300,<340,4>,<425,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(39645,1348,<909,8>,<941,9>)","|project://assignment2/data/large/126904.java|(40746,1348,<940,8>,<972,9>)",type1(),100
"|project://assignment2/data/large/126904.java|(37384,1191,<828,4>,<862,5>)","|project://assignment2/data/large/2481579.java|(37294,1184,<849,4>,<883,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(20532,3281,<391,4>,<475,5>)","|project://assignment2/data/large/2481579.java|(21555,3282,<438,4>,<522,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(8974,370,<240,4>,<250,5>)","|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)",type3(),72
"|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(41740,2589,<976,8>,<1042,9>)","|project://assignment2/data/large/209298.java|(41003,2577,<943,8>,<1008,9>)",type1(),100
"|project://assignment2/data/large/130814.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(23118,1615,<480,4>,<521,5>)","|project://assignment2/data/large/209298.java|(26815,1625,<530,4>,<571,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/32798.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)","|project://assignment2/data/large/126904.java|(33911,876,<733,4>,<758,5>)",type3(),82
"|project://assignment2/data/large/97910.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/31722.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(9350,487,<252,4>,<265,5>)","|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)",type3(),72
"|project://assignment2/data/large/32955.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)","|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)","|project://assignment2/data/large/1802351.java|(32772,851,<708,4>,<733,5>)",type3(),82
"|project://assignment2/data/large/1109590.java|(33944,407,<965,4>,<975,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),81
"|project://assignment2/data/large/925397.java|(35831,1467,<778,4>,<813,5>)","|project://assignment2/data/large/2481579.java|(34655,1433,<777,4>,<814,5>)",type3(),79
"|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)",type1(),100
